WormBase_ID,Chr,Gene,Tajima's D,Normalized Pi,Fay and Wu's H
WBGene00014569,II,bkip-1,-1.3288,0.0005,0.0946
WBGene00014666,II,C05D12.3,-1.2108,0.0005,-0.4774
WBGene00014668,II,C06C3.9,-1.1949,0.0002,-3.6983
WBGene00014669,IV,zipt-2.1,-1.1076,0.0000,0.0243
WBGene00014679,V,srz-25,-1.7993,0.0024,-7.1611
WBGene00014697,III,cyp-25A3,-1.4897,0.0002,-1.5897
WBGene00014698,I,C37A5.3,-0.8398,0.0000,0.0082
WBGene00014699,I,C37A5.5,-1.5582,0.0003,0.0409
WBGene00014700,I,C37A5.6,-1.2420,0.0002,-1.9317
WBGene00014761,I,F46A8.11,-0.6797,0.0011,-1.3097
WBGene00014793,X,H40L08.2,-0.1935,0.0004,0.1081
WBGene00014801,III,K08E5.1,-1.1407,0.0001,0.0163
WBGene00014807,I,M04D5.1,-0.6546,0.0006,0.2145
WBGene00014813,II,M176.9,-1.0684,0.0006,-4.5984
WBGene00014826,V,R13H4.2,-0.8400,0.0000,-1.9795
WBGene00014848,II,VM106R.1,-1.6753,0.0001,-1.9149
WBGene00014864,I,Y18D10A.22,-1.9899,0.0005,-1.4744
WBGene00014871,I,Y37H9A.5,-0.6472,0.0003,0.0394
WBGene00014914,I,Y52B11A.11,-1.8562,0.0004,0.0082
WBGene00014924,IV,Y57G11C.28,-1.5561,0.0009,0.7378
WBGene00014926,IV,Y57G11C.30,-1.5717,0.0002,-1.8344
WBGene00014938,IV,mdt-9,-1.3717,0.0010,-1.1653
WBGene00014953,II,Y81G3A.2,-1.4557,0.0002,0.0490
WBGene00014965,I,Y106G6D.5,-1.5770,0.0001,0.1185
WBGene00014989,II,best-23,-0.8400,0.0000,0.0081
WBGene00014997,IV,AC7.3,-1.5560,0.0003,0.1905
WBGene00014998,X,AH9.1,-0.8392,0.0000,0.0083
WBGene00014999,X,AH9.3,0.3989,0.0007,-1.3384
WBGene00015000,X,AH9.4,-1.5573,0.0002,0.1896
WBGene00015001,I,B0025.4,-0.8400,0.0000,0.0081
WBGene00015002,II,B0034.1,-1.2420,0.0001,-1.9317
WBGene00015003,II,B0034.2,-0.6940,0.0003,0.0319
WBGene00015004,II,B0034.4,-0.3293,0.0013,-1.1937
WBGene00015005,II,B0034.5,-0.2835,0.0002,-1.4043
WBGene00015006,I,B0041.1,-0.6297,0.0004,0.1361
WBGene00015007,I,ain-2,-1.4469,0.0001,0.1796
WBGene00015008,I,lmd-2,-0.6000,0.0001,0.0469
WBGene00015009,I,B0041.5,-0.8400,0.0000,0.0081
WBGene00015010,I,ptps-1,NA,0.0000,0.0000
WBGene00015011,I,B0041.8,0.4231,0.0010,-0.7308
WBGene00015012,II,bath-20,-0.1113,0.0063,2.0035
WBGene00015014,II,bath-24,-0.1873,0.0061,3.1470
WBGene00015015,II,math-1,-1.4742,0.0032,1.6531
WBGene00015017,I,B0205.1,-1.8105,0.0005,-7.1793
WBGene00015018,I,srz-85,-1.6910,0.0001,-1.9224
WBGene00015019,I,B0205.4,-1.7067,0.0003,-1.3509
WBGene00015020,I,B0205.5,-0.7774,0.0022,-3.1992
WBGene00015021,I,B0205.6,-0.8400,0.0000,0.0081
WBGene00015022,I,B0205.8,-0.8396,0.0000,0.0082
WBGene00015023,I,B0205.9,-1.2465,0.0004,-3.8836
WBGene00015024,I,B0205.10,-0.8822,0.0011,-6.5284
WBGene00015025,I,mrpl-9,-0.7786,0.0004,0.2743
WBGene00015026,I,B0207.1,-1.2576,0.0003,-3.0856
WBGene00015027,I,B0207.2,-0.7912,0.0000,0.0162
WBGene00015028,I,B0207.5,-1.8601,0.0003,-38.3884
WBGene00015029,I,B0207.6,-1.1399,0.0000,0.0165
WBGene00015030,I,B0207.7,-1.7794,0.0001,0.0736
WBGene00015031,I,B0207.8,NA,0.0000,0.0000
WBGene00015032,I,B0207.9,-1.4561,0.0001,-1.9388
WBGene00015033,I,B0207.10,NA,0.0000,0.0000
WBGene00015034,I,B0207.11,-0.9534,0.0003,-1.5314
WBGene00015035,IV,otpl-1,-1.5257,0.0003,-1.3182
WBGene00015036,IV,sre-5,-1.5839,0.0002,0.2234
WBGene00015037,IV,B0212.3,-0.6157,0.0027,-4.3107
WBGene00015038,IV,nstp-6,-0.7301,0.0007,-1.9948
WBGene00015040,V,cyp-34A5,-0.9268,0.0031,-4.8884
WBGene00015041,V,cyp-34A6,-1.6926,0.0015,-18.8523
WBGene00015042,V,cyp-34A7,-1.4509,0.0015,-10.6098
WBGene00015043,V,cyp-34A8,-1.7205,0.0015,-22.1587
WBGene00015044,V,cyp-34A9,-2.0379,0.0012,-22.3987
WBGene00015045,V,cyp-34A10,-2.1464,0.0011,-21.5019
WBGene00015046,V,nlp-34,-0.9128,0.0004,0.0704
WBGene00015047,IV,faah-1,-0.5524,0.0002,-2.8976
WBGene00015048,IV,faah-2,-1.2004,0.0001,-1.4340
WBGene00015049,IV,B0218.5,-1.2669,0.0000,-1.9391
WBGene00015050,IV,clec-51,-0.8394,0.0002,-1.4743
WBGene00015051,IV,B0218.7,-1.2927,0.0000,0.0407
WBGene00015052,IV,clec-52,-1.0414,0.0000,0.0401
WBGene00015053,V,B0222.1,-0.7313,0.0001,0.1099
WBGene00015054,V,pitr-2,-1.3703,0.0004,-4.6061
WBGene00015055,V,pitr-3,-0.7912,0.0000,0.0162
WBGene00015056,V,B0222.5,-1.3716,0.0001,0.0793
WBGene00015057,V,gad-3,-1.4989,0.0003,-1.5351
WBGene00015058,V,B0222.10,0.3577,0.0007,-1.3557
WBGene00015059,II,B0228.1,-0.6155,0.0007,-1.7289
WBGene00015061,II,cpna-2,-1.2652,0.0005,-31.6011
WBGene00015062,II,trx-1,-0.7912,0.0000,0.0162
WBGene00015063,II,B0228.6,-0.7026,0.0003,-3.5178
WBGene00015064,II,B0228.7,-1.0747,0.0000,0.0322
WBGene00015065,II,B0228.8,-1.3545,0.0004,-4.8965
WBGene00015066,II,B0228.9,-1.1065,0.0007,-1.6190
WBGene00015067,V,B0238.1,-1.9671,0.0006,-23.9440
WBGene00015068,V,srt-68,-2.4289,0.0004,-45.2241
WBGene00015069,V,srt-67,-2.1326,0.0006,-31.3029
WBGene00015070,V,srt-70,-2.3029,0.0005,-41.2757
WBGene00015071,V,B0238.7,-2.1902,0.0005,-45.5190
WBGene00015072,V,srt-69,-2.2144,0.0004,-19.5098
WBGene00015073,V,B0238.9,-1.9006,0.0003,-9.5473
WBGene00015074,V,natc-2,NA,0.0000,0.0000
WBGene00015075,V,B0238.11,-2.0749,0.0001,-19.7631
WBGene00015076,V,B0238.12,-1.7512,0.0002,-1.8994
WBGene00015079,III,B0244.4,-1.3261,0.0005,-5.2208
WBGene00015080,III,B0244.5,-1.6166,0.0001,-1.8288
WBGene00015081,III,B0244.6,NA,0.0000,0.0000
WBGene00015082,III,B0244.7,-0.6537,0.0009,-3.1391
WBGene00015083,III,egg-1,-1.2996,0.0002,-5.3539
WBGene00015084,III,B0244.9,-1.0752,0.0004,0.1758
WBGene00015085,III,B0244.10,0.0535,0.0008,-3.0415
WBGene00015086,III,B0244.11,1.3967,0.0014,0.2505
WBGene00015087,II,B0252.1,-1.8806,0.0001,-3.7616
WBGene00015088,II,B0252.3,-0.5389,0.0003,0.2884
WBGene00015089,II,B0252.5,-1.3188,0.0000,-1.9549
WBGene00015091,I,B0261.1,-1.8440,0.0001,-1.8498
WBGene00015092,I,mrpl-47,-0.8392,0.0000,0.0083
WBGene00015093,I,B0261.5,-1.6032,0.0001,0.0495
WBGene00015094,I,B0261.6,-0.6938,0.0003,-3.6232
WBGene00015095,I,B0261.7,-1.3444,0.0000,-1.9626
WBGene00015096,I,B0261.8,-1.0328,0.0004,-1.6913
WBGene00015097,IV,B0273.1,-1.0075,0.0001,0.0481
WBGene00015098,IV,snpc-3.1,-1.6242,0.0001,0.0971
WBGene00015099,III,ggtb-1,-1.1638,0.0009,0.8285
WBGene00015100,III,B0280.2,-1.2167,0.0010,-0.3398
WBGene00015101,III,rpia-1,-0.9589,0.0004,0.2989
WBGene00015102,III,cpg-2,-1.3006,0.0003,-1.6173
WBGene00015103,III,B0280.7,-0.6434,0.0001,-1.5965
WBGene00015104,III,B0280.9,-1.4770,0.0001,0.1663
WBGene00015105,III,pot-1,-0.4846,0.0006,0.0955
WBGene00015106,III,B0280.11,-1.3235,0.0007,-1.2794
WBGene00015107,III,B0280.13,-0.9046,0.0018,1.3599
WBGene00015108,II,B0281.1,0.6233,0.0139,-1.4119
WBGene00015110,II,B0281.3,0.8914,0.0179,-8.6786
WBGene00015111,II,B0281.4,0.2717,0.0107,1.6246
WBGene00015112,II,B0281.5,0.3470,0.0099,2.8781
WBGene00015113,II,B0281.6,-0.7323,0.0045,-1.0490
WBGene00015114,II,B0281.8,1.1271,0.0200,-16.3966
WBGene00015115,II,B0286.1,-0.9397,0.0019,-3.2289
WBGene00015116,II,pacs-1,-1.4788,0.0000,0.0406
WBGene00015117,X,B0294.1,-0.6511,0.0024,-3.0857
WBGene00015118,X,B0294.3,-1.9595,0.0005,0.1109
WBGene00015119,X,B0302.2,-0.6462,0.0004,0.0395
WBGene00015121,X,B0302.4,-0.8400,0.0001,0.0081
WBGene00015122,X,B0302.5,-1.0073,0.0001,0.0483
WBGene00015124,III,anmt-1,0.4599,0.0009,0.4650
WBGene00015125,III,B0303.3,-0.5584,0.0003,-1.7138
WBGene00015126,III,B0303.4,-0.5788,0.0006,0.6615
WBGene00015128,III,B0303.7,-1.1691,0.0003,0.2977
WBGene00015129,III,sdz-1,-0.9460,0.0001,0.0623
WBGene00015130,III,vps-33.1,0.2218,0.0006,0.1771
WBGene00015131,III,B0303.11,-0.2778,0.0005,-1.3455
WBGene00015132,III,B0303.14,-1.0346,0.0005,-3.8069
WBGene00015133,III,mrpl-11,NA,0.0000,0.0000
WBGene00015134,II,B0304.2,-0.2242,0.0012,0.4850
WBGene00015135,II,cyp-23A1,-1.8756,0.0001,0.1676
WBGene00015136,II,B0304.4,-1.4788,0.0001,0.0406
WBGene00015137,X,B0310.1,-1.1404,0.0000,0.0164
WBGene00015138,X,B0310.2,-0.6264,0.0002,-1.2753
WBGene00015139,X,B0310.3,-0.5548,0.0005,-3.9529
WBGene00015141,X,ugt-46,-0.6984,0.0004,-0.9522
WBGene00015142,X,B0310.6,-1.0421,0.0001,0.0399
WBGene00015143,III,B0336.3,-0.4970,0.0003,0.0913
WBGene00015145,III,B0336.5,-1.0116,0.0002,0.1256
WBGene00015146,III,abi-1,-0.3216,0.0005,0.6316
WBGene00015147,III,B0336.7,-1.2843,0.0002,-1.7570
WBGene00015148,III,hpo-28,-1.2603,0.0002,-1.4957
WBGene00015149,III,B0336.12,-0.8400,0.0000,-1.9795
WBGene00015150,III,B0336.13,NA,0.0000,0.0000
WBGene00015151,V,B0348.1,-1.4674,0.0009,-1.7357
WBGene00015152,V,B0348.2,-1.4122,0.0003,-1.9060
WBGene00015153,V,B0348.5,-1.7902,0.0005,-9.3694
WBGene00015155,III,B0353.1,-1.0090,0.0001,-1.9399
WBGene00015156,III,B0361.2,-1.2938,0.0004,0.5191
WBGene00015157,III,B0361.3,-1.2495,0.0003,-3.5194
WBGene00015158,III,B0361.4,-0.8400,0.0000,0.0081
WBGene00015159,III,psd-1,-1.3457,0.0000,0.0244
WBGene00015160,III,B0361.6,-0.9747,0.0003,-1.7009
WBGene00015161,III,pho-5,-1.5277,0.0001,0.1415
WBGene00015162,III,algn-11,-0.4831,0.0004,-1.2866
WBGene00015163,III,B0361.9,-0.8217,0.0002,0.0903
WBGene00015164,III,ykt-6,-0.9460,0.0001,0.0623
WBGene00015165,III,B0361.11,-1.5069,0.0002,-5.3304
WBGene00015167,X,B0403.3,-0.6000,0.0001,0.0469
WBGene00015168,X,pdi-6,-1.2673,0.0002,-1.7488
WBGene00015169,X,B0403.5,-1.1761,0.0005,-3.0532
WBGene00015170,X,B0410.1,-1.1404,0.0001,0.0164
WBGene00015171,X,vang-1,-1.1072,0.0000,0.0244
WBGene00015172,X,B0410.3,-1.2167,0.0002,-1.9242
WBGene00015173,III,trpp-11,-1.1259,0.0007,-5.0514
WBGene00015175,I,srz-4,-1.0590,0.0004,-2.7445
WBGene00015176,I,vps-51,-1.2345,0.0001,-3.2281
WBGene00015177,X,tmc-2,-1.1288,0.0002,-1.0474
WBGene00015178,X,B0416.2,0.4848,0.0005,0.1939
WBGene00015179,X,B0416.3,-1.3457,0.0000,-3.9509
WBGene00015180,X,B0416.4,-0.8242,0.0017,-2.0422
WBGene00015181,X,B0416.5,-1.2142,0.0001,-3.3853
WBGene00015182,X,B0416.7,-0.8723,0.0004,0.1631
WBGene00015183,II,B0432.1,-0.3692,0.0006,-4.3302
WBGene00015184,II,djr-1.1,0.4303,0.0007,-1.1847
WBGene00015185,II,mrpl-41,-1.2387,0.0002,-1.7271
WBGene00015186,II,misc-1,-1.0698,0.0002,-1.6682
WBGene00015188,II,B0432.7,-1.3132,0.0005,1.2859
WBGene00015189,II,B0432.8,-1.1475,0.0006,-12.5216
WBGene00015190,II,B0432.9,-1.2928,0.0016,-23.0854
WBGene00015191,II,B0432.10,-1.2313,0.0005,-10.6850
WBGene00015192,II,B0432.11,0.5684,0.0030,-8.4138
WBGene00015193,II,clec-117,-1.0166,0.0007,-1.0936
WBGene00015194,II,B0432.13,-1.2806,0.0008,-13.4497
WBGene00015196,II,B0454.5,-1.0735,0.0001,0.0325
WBGene00015197,II,B0454.6,-1.4996,0.0003,0.4152
WBGene00015198,II,clec-2,-1.5140,0.0016,-11.3208
WBGene00015199,II,B0454.8,-1.9149,0.0002,0.4359
WBGene00015200,II,B0454.9,-1.1260,0.0002,0.2297
WBGene00015202,IV,B0478.3,-1.5678,0.0001,0.0644
WBGene00015203,II,cdk-11.1,-1.3910,0.0001,-1.4696
WBGene00015204,II,B0495.5,-1.0003,0.0006,-2.6967
WBGene00015205,II,moa-2,-0.6948,0.0001,0.0318
WBGene00015206,II,B0495.7,-1.4482,0.0001,-3.7491
WBGene00015207,II,B0495.8,-1.7253,0.0001,-1.9388
WBGene00015208,II,B0495.9,-1.1201,0.0006,-3.5567
WBGene00015210,IV,B0496.1,-1.7423,0.0008,-10.3164
WBGene00015211,IV,B0496.2,-1.0318,0.0006,-4.6348
WBGene00015214,IV,srtx-1,-1.1058,0.0002,-1.5709
WBGene00015215,IV,B0496.6,-1.0421,0.0001,-1.9478
WBGene00015216,IV,valv-1,-0.8400,0.0000,0.0081
WBGene00015217,IV,tes-1,-1.0020,0.0004,-6.4459
WBGene00015218,V,B0507.1,-1.8635,0.0001,-1.8120
WBGene00015219,V,B0507.2,-1.6906,0.0001,-3.8385
WBGene00015220,V,B0507.3,-2.1361,0.0005,-22.7342
WBGene00015221,V,B0507.4,-2.1997,0.0024,-46.8782
WBGene00015222,V,B0507.5,-1.9233,0.0010,-9.1383
WBGene00015223,V,B0507.6,-2.2249,0.0016,-66.3698
WBGene00015224,V,B0507.7,-2.1803,0.0021,-76.2052
WBGene00015225,V,B0507.8,-2.1701,0.0015,-66.0592
WBGene00015226,V,B0507.9,-1.9520,0.0015,-46.7718
WBGene00015227,V,B0507.10,-2.3962,0.0015,-97.4834
WBGene00015228,I,B0511.2,-1.3449,0.0000,0.0247
WBGene00015229,I,fbxa-125,-1.3763,0.0006,-3.2837
WBGene00015230,I,tag-344,-1.2788,0.0007,-1.2922
WBGene00015231,I,cutl-14,-0.8394,0.0000,0.0082
WBGene00015232,I,B0511.6,-1.0065,0.0000,0.0485
WBGene00015233,I,B0511.7,-0.2067,0.0006,0.2218
WBGene00015235,I,cdc-26,NA,0.0000,0.0000
WBGene00015236,I,B0511.11,-1.7832,0.0001,-3.6305
WBGene00015237,I,B0511.12,-1.4983,0.0002,-12.3705
WBGene00015238,I,B0511.13,-1.0815,0.0002,-1.5605
WBGene00015241,III,B0524.2,-1.8395,0.0010,-3.2878
WBGene00015242,III,B0524.3,-1.7151,0.0016,0.2187
WBGene00015243,III,B0524.4,-1.9277,0.0017,-0.9140
WBGene00015244,III,B0524.5,-1.5130,0.0024,-0.9509
WBGene00015245,III,B0524.6,-0.2161,0.0014,0.6910
WBGene00015246,IV,scl-23,-0.1225,0.0008,-1.4005
WBGene00015247,IV,B0545.4,-0.2761,0.0014,-4.5718
WBGene00015248,IV,mai-2,NA,0.0000,0.0000
WBGene00015249,IV,otub-4,0.9504,0.0015,-2.5389
WBGene00015250,IV,B0546.3,-0.6534,0.0011,0.8688
WBGene00015251,IV,B0546.4,-0.9261,0.0011,-5.7679
WBGene00015252,IV,B0546.5,-0.6151,0.0004,0.0408
WBGene00015253,IV,B0547.2,-0.8387,0.0000,-1.9790
WBGene00015254,V,B0554.1,0.0123,0.0059,1.0038
WBGene00015255,V,B0554.2,0.1238,0.0058,3.8735
WBGene00015257,V,B0554.4,-1.1077,0.0040,-1.1111
WBGene00015258,V,B0554.5,-1.1732,0.0014,-1.6427
WBGene00015259,V,dod-20,-0.1202,0.0064,4.7617
WBGene00015260,V,B0554.7,0.1057,0.0058,6.9674
WBGene00015261,X,B0563.1,-1.7360,0.0006,-5.4342
WBGene00015262,X,B0563.5,-0.6472,0.0001,0.0394
WBGene00015263,X,B0563.6,-1.0087,0.0000,0.0481
WBGene00015264,X,B0563.7,-1.0416,0.0001,0.0402
WBGene00015265,X,B0563.8,-1.5454,0.0003,-3.9345
WBGene00015266,III,BE0003N10.1,-1.2337,0.0009,-0.5294
WBGene00015267,III,chin-1,-1.3384,0.0002,0.2942
WBGene00015268,III,BE0003N10.3,-1.2402,0.0004,0.3679
WBGene00015270,V,C01B4.6,NA,0.0000,0.0000
WBGene00015271,V,C01B4.7,NA,0.0000,0.0000
WBGene00015272,V,C01B4.8,NA,0.0000,0.0000
WBGene00015273,V,mct-2,NA,0.0000,0.0000
WBGene00015275,V,C01B7.3,NA,0.0000,0.0000
WBGene00015276,V,C01B7.5,-1.4756,0.0001,-1.9455
WBGene00015277,V,C01B7.7,NA,0.0000,0.0000
WBGene00015278,IV,C01B10.3,-1.5893,0.0001,0.1726
WBGene00015279,IV,C01B10.4,-1.8922,0.0002,-1.6779
WBGene00015280,IV,C01B10.6,-1.3472,0.0023,-3.2510
WBGene00015281,IV,C01B10.7,-1.2609,0.0009,0.3383
WBGene00015282,IV,C01B10.8,-1.2910,0.0003,0.6284
WBGene00015283,IV,C01B10.9,-1.7093,0.0001,0.1650
WBGene00015284,IV,C01B10.10,-1.7111,0.0003,-5.0803
WBGene00015285,II,gmeb-1,-1.2026,0.0001,0.1394
WBGene00015286,II,best-3,-0.9098,0.0004,-1.4425
WBGene00015287,II,osta-1,0.5024,0.0007,0.1379
WBGene00015288,II,best-4,-1.1546,0.0001,0.1505
WBGene00015291,II,C01B12.8,NA,0.0000,0.0000
WBGene00015292,X,C01C4.2,-1.7245,0.0001,0.0493
WBGene00015293,X,C01C4.3,-1.5099,0.0001,0.0887
WBGene00015294,X,C01C10.2,-1.0267,0.0009,-0.0496
WBGene00015295,X,acl-12,-1.4036,0.0001,0.1305
WBGene00015296,II,C01F1.1,-0.8398,0.0000,0.0082
WBGene00015297,II,sco-1,-1.0404,0.0005,0.3001
WBGene00015298,II,C01F1.3,-1.3887,0.0005,-1.3901
WBGene00015299,II,C01F1.4,-1.4357,0.0001,-1.9315
WBGene00015300,II,C01F1.5,-1.8832,0.0001,-1.9222
WBGene00015301,II,C01F1.6,-1.8223,0.0001,-3.8238
WBGene00015303,I,rga-6,-1.5006,0.0000,0.0326
WBGene00015305,IV,C01G5.3,-1.8052,0.0005,-7.3298
WBGene00015306,IV,C01G5.4,-1.9450,0.0004,-9.5222
WBGene00015307,IV,C01G5.5,-0.6550,0.0005,-1.0976
WBGene00015308,IV,ddi-1,-0.6551,0.0003,-0.9726
WBGene00015309,IV,C01G5.7,-0.8385,0.0000,0.0084
WBGene00015310,IV,fan-1,-2.0720,0.0001,-3.6571
WBGene00015311,IV,C01G5.9,-1.2328,0.0002,-1.5017
WBGene00015312,I,C01G8.1,-1.6077,0.0001,0.1038
WBGene00015313,I,hpo-32,-1.6494,0.0002,0.1998
WBGene00015315,V,srbc-29,-2.2499,0.0002,-9.7904
WBGene00015316,V,srbc-30,-2.3073,0.0008,-29.1502
WBGene00015317,V,srbc-32,-2.0803,0.0006,-17.4800
WBGene00015318,V,srbc-36,-1.8977,0.0006,-17.7578
WBGene00015320,X,C02B8.1,-1.4438,0.0018,-1.0537
WBGene00015321,X,fbxc-38,-1.5346,0.0003,-9.3157
WBGene00015322,X,C02B8.3,-0.9909,0.0006,-1.5399
WBGene00015323,X,frpr-1,-0.3664,0.0005,0.1110
WBGene00015324,X,C02B8.6,-1.2315,0.0006,-1.1107
WBGene00015325,X,C02B8.7,-0.9500,0.0004,0.0615
WBGene00015326,IV,ivd-1,-1.4788,0.0000,0.0406
WBGene00015327,IV,snpn-1,-1.2936,0.0001,0.0405
WBGene00015328,IV,C02B10.3,-0.8398,0.0000,0.0082
WBGene00015329,IV,C02B10.4,-1.1407,0.0000,-1.9714
WBGene00015330,IV,C02B10.5,-1.7081,0.0001,-1.8215
WBGene00015331,IV,C02B10.6,-0.8368,0.0000,0.0000
WBGene00015332,III,tyr-1,-0.8400,0.0000,0.0081
WBGene00015333,III,slc-17.3,-1.5450,0.0001,0.1336
WBGene00015334,III,sup-18,-1.1407,0.0000,-1.9714
WBGene00015335,III,acdh-6,0.4390,0.0010,-1.8286
WBGene00015336,III,C02D5.2,-0.7207,0.0004,-3.6263
WBGene00015337,III,gsto-2,-0.7977,0.0009,-2.9833
WBGene00015338,V,catp-2,-2.1401,0.0004,-21.4419
WBGene00015339,V,C02E7.6,NA,0.0000,0.0000
WBGene00015340,V,C02E7.7,-0.8398,0.0000,0.0082
WBGene00015341,V,C02E7.8,-1.1137,0.0010,0.2480
WBGene00015342,V,C02E7.10,-1.0273,0.0029,-37.0122
WBGene00015344,V,nra-4,-1.7101,0.0008,-41.2104
WBGene00015345,III,C02F5.2,-0.6641,0.0009,-1.6694
WBGene00015346,III,C02F5.3,-1.1407,0.0000,0.0163
WBGene00015347,III,cids-1,-0.6434,0.0001,0.1283
WBGene00015348,III,C02F5.5,-1.5485,0.0005,0.2490
WBGene00015349,III,henn-1,-1.1883,0.0002,-3.5273
WBGene00015350,III,fbxl-1,-1.3457,0.0000,-1.9632
WBGene00015351,III,C02F5.10,-1.0004,0.0003,-1.6334
WBGene00015352,III,C02F5.12,-1.1257,0.0002,-1.7486
WBGene00015353,III,C02F5.13,-1.3457,0.0000,0.0244
WBGene00015354,X,snet-1,-0.4991,0.0002,0.0626
WBGene00015355,X,C02F12.5,-1.3247,0.0002,0.0957
WBGene00015356,X,tag-278,-1.4946,0.0001,-2.4772
WBGene00015357,X,C02F12.8,-1.9167,0.0001,-3.4006
WBGene00015358,X,C02F12.9,-1.3505,0.0004,-1.4448
WBGene00015359,V,C02G6.1,-1.3509,0.0005,-2.7225
WBGene00015360,V,C02G6.2,-1.8921,0.0005,-6.5955
WBGene00015361,V,C02H6.1,-2.0202,0.0007,-22.4919
WBGene00015362,V,fbxa-105,-2.2730,0.0016,-72.3019
WBGene00015364,X,npr-19,-0.7428,0.0000,0.0240
WBGene00015366,V,C03A7.2,-0.9827,0.0009,-5.7374
WBGene00015367,V,srt-64,-1.1260,0.0005,-1.1344
WBGene00015368,V,srt-65,-0.9681,0.0010,-0.1262
WBGene00015369,V,ugt-51,-1.5754,0.0010,-4.8507
WBGene00015370,V,C03A7.12,-1.4621,0.0019,-0.8008
WBGene00015371,V,C03A7.13,-1.8681,0.0008,-2.9049
WBGene00015372,X,C03B1.1,-0.5054,0.0005,-0.7873
WBGene00015373,X,C03B1.2,-1.1955,0.0006,-2.6652
WBGene00015374,X,C03B1.3,-0.3605,0.0024,-3.4372
WBGene00015375,X,C03B1.4,-1.5111,0.0001,0.0803
WBGene00015376,X,C03B1.5,-2.0352,0.0002,0.2327
WBGene00015377,X,C03B1.6,-0.5492,0.0011,-0.3322
WBGene00015378,X,C03B1.7,-1.4448,0.0006,-8.2656
WBGene00015379,X,C03B1.9,-0.8953,0.0003,0.1555
WBGene00015380,X,C03B1.10,NA,0.0000,0.0000
WBGene00015381,X,C03B1.13,-1.6828,0.0001,-1.6600
WBGene00015382,X,C03B1.14,-1.1695,0.0003,0.2178
WBGene00015385,III,C03B8.2,NA,0.0000,0.0000
WBGene00015386,III,C03B8.3,-1.0400,0.0003,-3.5506
WBGene00015387,X,kcnl-3,-1.3549,0.0003,-4.8143
WBGene00015388,X,C03F11.2,-1.5587,0.0002,-3.4988
WBGene00015389,X,scav-1,-1.7691,0.0003,-3.0899
WBGene00015390,X,C03F11.4,-1.9227,0.0004,0.4668
WBGene00015391,X,sdha-1,-1.1149,0.0000,0.0938
WBGene00015392,X,nspc-7,NA,0.0000,0.0000
WBGene00015393,V,C03G6.5,-1.9844,0.0009,-7.1709
WBGene00015394,V,C03G6.6,-0.2153,0.0044,-22.2270
WBGene00015395,V,nhr-147,-2.2336,0.0019,-40.4215
WBGene00015396,V,nhr-148,-2.2842,0.0015,-60.0162
WBGene00015397,V,nhr-149,-1.9377,0.0021,-27.5599
WBGene00015398,V,tag-293,-0.0462,0.0023,-1.3765
WBGene00015399,V,cyp-35A1,-1.5034,0.0021,-36.7566
WBGene00015400,V,cyp-35A2,-1.9734,0.0008,-41.2039
WBGene00015401,V,srsx-24,-2.1787,0.0009,-24.2325
WBGene00015402,V,C03G6.17,-1.9919,0.0010,-20.4266
WBGene00015403,II,clec-10,-1.4298,0.0001,-3.8500
WBGene00015404,II,nstp-4,-1.1067,0.0006,-1.0966
WBGene00015405,II,C03H5.3,-0.1799,0.0008,-1.8365
WBGene00015406,II,C03H5.4,-0.5530,0.0003,0.1465
WBGene00015407,II,C03H5.5,-1.0443,0.0007,-0.6308
WBGene00015408,II,C03H5.6,-1.4528,0.0002,0.2369
WBGene00015409,II,C03H5.7,-0.8067,0.0014,-1.7919
WBGene00015410,II,tbc-6,-1.2175,0.0001,0.0632
WBGene00015411,IV,srz-60,-1.2248,0.0022,-6.5240
WBGene00015412,IV,lgc-9,-1.1404,0.0000,0.0164
WBGene00015413,IV,pdhb-1,0.1197,0.0003,0.2473
WBGene00015414,IV,C04C3.4,-0.7416,0.0002,0.0242
WBGene00015416,IV,C04C3.6,0.2095,0.0011,-1.8248
WBGene00015417,IV,C04C3.7,-0.2005,0.0018,0.7547
WBGene00015418,III,pac-1,-1.8075,0.0001,-5.3851
WBGene00015419,V,srsx-18,-1.0538,0.0007,-0.3513
WBGene00015420,V,C04E6.3,-1.0803,0.0010,-1.7902
WBGene00015421,V,C04E6.4,-0.6474,0.0012,-8.0346
WBGene00015422,V,C04E6.5,-0.9656,0.0010,-5.3634
WBGene00015423,V,C04E6.7,-1.1407,0.0000,0.0163
WBGene00015424,V,C04E6.8,-0.2810,0.0002,0.0954
WBGene00015425,V,C04E6.11,-1.6367,0.0002,0.5088
WBGene00015426,V,C04E6.12,-1.2938,0.0001,-1.9474
WBGene00015427,V,C04E6.13,-0.6932,0.0001,0.0320
WBGene00015428,X,C04E7.1,-0.6692,0.0037,-4.5093
WBGene00015429,X,sor-3,-0.0653,0.0001,-1.5824
WBGene00015430,X,C04E7.3,-1.3217,0.0003,-5.1979
WBGene00015431,X,C04E7.4,-0.6824,0.0010,-5.3292
WBGene00015433,V,C04E12.2,-2.1584,0.0008,-13.2642
WBGene00015434,V,C04E12.4,-2.3076,0.0002,-21.2661
WBGene00015435,V,C04E12.5,-2.4923,0.0004,-42.9275
WBGene00015437,V,scrm-3,-1.5445,0.0004,0.2614
WBGene00015438,V,srbc-2,-1.6668,0.0009,-1.5469
